,GEOID,Name,RegionID
608,170316811001,Englewood,138261
609,170316811004,Englewood,138261
610,170316812002,Englewood,138261
611,170316813003,Gresham,269571
611,170316813003,Englewood,138261
612,170316814004,Englewood,138261
613,170316904001,Park Manor,403356
614,170316904004,Park Manor,403356
614,170316904004,Englewood,138261
615,170316909002,Park Manor,403356
616,170316910001,Park Manor,403356
617,170316910004,Park Manor,403356
618,170316912001,Gresham,269571
618,170316912001,Winneconna Parkway,403364
618,170316912001,Englewood,138261
619,170316914002,Chatham,273222
620,170316915001,Chatham,273222
620,170316915001,Grand Crossing,276349
620,170316915001,Park Manor,403356
621,170317002002,Scottsdale,403367
621,170317002002,Ford City,403338
622,170317003011,Scottsdale,403367
622,170317003011,Ashburn,269570
623,170317003021,Scottsdale,403367
624,170317004012,Scottsdale,403367
624,170317004012,Ashburn,269570
625,170317004021,Parkview,403365
625,170317004021,Ashburn,269570
626,170317005013,Wrightwood,403151
627,170317005022,Marycrest,403366
627,170317005022,Wrightwood,403151
627,170317005022,Ashburn,269570
628,170317102002,Gresham,269571
628,170317102002,Englewood,138261
629,170317103001,Gresham,269571
630,170317104004,Gresham,269571
630,170317104004,West Englewood,269612
631,170317105001,Gresham,269571
632,170317106001,Gresham,269571
633,170317107003,Gresham,269571
634,170317108006,Gresham,269571
635,170317110002,Gresham,269571
636,170317111003,Gresham,269571
637,170317113001,Gresham,269571
638,170317114003,Brainerd,403378
638,170317114003,Gresham,269571
639,170317201003,Longwood Manor,403376
639,170317201003,Brainerd,403378
639,170317201003,Beverly,272951
640,170318055024,,
641,170318056001,,
642,170318056002,Edison Park,269579
643,170318056003,Edison Park,269579
644,170318056004,Edison Park,269579
645,170318057013,,
646,170318058011,,
647,170318058021,,
648,170318058025,,
649,170318059021,,
650,170318059025,,
651,170318060012,,
652,170318060032,,
653,170318060041,,
654,170318061022,,
655,170318061023,,
656,170318061034,,
657,170318062011,,
658,170318062021,,
659,170318063002,,
660,170318063006,,
661,170318065011,,
662,170318065024,,
663,170318067002,,
664,170318068011,,
665,170318068014,,
666,170318069002,,
667,170318070002,,
668,170318071003,,
669,170318072003,,
670,170318073002,,
671,170318074001,,
672,170318076001,Southwest,764021
672,170318076001,West End,198813
673,170318076005,,
674,170318079001,,
675,170318080011,,
676,170318080021,,
677,170318082001,,
678,170318083012,,
679,170318011002,Central Street,764029
680,170318011003,,
681,170318011004,,
682,170318012001,,
683,170318012002,,
684,170318013003,Central Street,764029
685,170318016012,,
686,170318016051,,
687,170318016055,,
688,170318016064,,
689,170318016082,,
690,170318017012,,
691,170318017024,,
692,170318018004,,
693,170318019022,,
694,170318021001,,
695,170318022003,,
696,170318024023,,
697,170318024041,,
698,170318025031,,
699,170318025034,,
700,170318025044,,
701,170318025062,,
702,170318026055,,
703,170318026083,,
704,170318026092,,
705,170318027011,,
706,170318027022,,
707,170318028013,,
708,170318028023,,
709,170318029004,,
710,170318030071,,
711,170318030082,,
712,170318030104,,
713,170318030141,,
714,170318030161,,
715,170318032003,,
716,170318033001,,
717,170318033002,,
718,170318033003,,
719,170318034001,,
720,170318034002,,
721,170318034006,,
722,170318035005,,
723,170318036041,,
724,170318036051,,
725,170318036071,,
726,170318036083,,
727,170318036111,,
728,170318036114,,
729,170318037011,,
730,170318037024,,
731,170318038002,,
732,170318039021,,
733,170318041021,,
734,170318041042,,
735,170318041052,,
736,170318041082,,
737,170318041092,,
738,170318042021,,
739,170318043062,,
740,170318043081,,
741,170318043103,,
742,170318044031,,
743,170318044042,,
744,170318044062,,
745,170318045062,,
746,170318045074,,
747,170318045091,,
748,170318045101,,
749,170318045112,,
750,170318046071,,
751,170318046074,,
752,170318046081,,
753,170318046082,,
754,170318046083,,
755,170318046093,,
756,170318046111,,
757,170318047012,,
758,170318047053,,
759,170318047092,,
760,170318047103,,
761,170318047111,,
762,170318047121,,
763,170318047133,,
764,170318047143,,
765,170318048041,,
766,170318048043,,
767,170318048061,,
768,170318048071,,
769,170318048074,,
770,170318048093,,
771,170318048104,,
772,170318049015,,
773,170318049022,,
774,170318049025,,
775,170318050022,,
776,170318050025,,
777,170318051061,,
778,170318051071,,
779,170318051091,,
780,170318051103,,
781,170318051113,,
782,170318051122,,
783,170318052021,,
784,170318052024,,
785,170318053023,,
786,170318054021,,
787,170318054023,,
788,170318055013,,
789,170318193003,,
790,170318194001,,
791,170318194002,,
792,170318194003,,
793,170318194004,,
794,170318194005,,
795,170318195004,,
796,170318197001,,
797,170318198011,,
798,170318198014,,
799,170318199003,,
800,170318200002,,
801,170318201016,,
802,170318201043,,
803,170318202022,,
804,170318203002,Garfield Ridge,269584
805,170318204002,Garfield Ridge,269584
806,170318205013,,
807,170318205022,,
808,170318206033,,
809,170318206052,,
810,170318207002,,
811,170318208002,Garfield Ridge,269584
811,170318208002,Vittum Park,403333
812,170318209012,,
813,170318209022,Scottsdale,403367
814,170318210011,,
815,170318210025,,
816,170318211024,Scottsdale,403367
817,170318213001,,
818,170318214011,West Pullman,140913
819,170318214021,West Pullman,140913
820,170318216001,Beverly,272951
821,170318216005,Wrightwood,403151
822,170318217004,Tally's Corner,403370
823,170318218001,,
824,170318218005,,
825,170318219004,Mount Greenwood,269596
826,170318220003,Scottsdale,403367
827,170318084003,,
828,170318085002,,
829,170318085003,,
830,170318085004,,
831,170318089001,Central Street,764029
832,170318089003,Central Street,764029
833,170318090004,Central Street,764029
834,170318092001,West Side,764026
834,170318092001,Hill Arts District,764027
835,170318093002,Noyes and Foster,764028
836,170318094004,Downtown,764025
837,170318095003,Chicago-Dempster,764024
838,170318097002,Southwest,764021
838,170318097002,West End,198813
838,170318097002,West Village,764020
839,170318100001,Main-Chicago,764023
840,170318101001,Main-Chicago,764023
841,170318101004,Main-Chicago,764023
842,170318102003,Rogers Park,269605
842,170318102003,Howard Street,764022
843,170318103011,Southwest,764021
843,170318103011,West End,198813
844,170318103021,West End,198813
845,170318104002,Norwood Park West,403276
846,170318105011,,
847,170318105021,,
848,170318105024,,
849,170318107011,Belmont Heights,403283
850,170318107014,Montclare,274579
851,170318108001,,
852,170318109001,Galewood,403325
853,170318110001,,
854,170318110003,,
855,170318111002,,
856,170318112002,,
857,170318113012,,
858,170318114011,,
859,170318114012,,
860,170318116001,O'Hare,269603
861,170318117012,,
862,170318118001,,
863,170318119001,Galewood,403325
864,170318120001,,
865,170318120006,,
866,170318121001,Galewood,403325
867,170318121002,South Austin,403120
868,170318121003,South Austin,403120
869,170318121004,,
870,170318121005,Galewood,403325
871,170318122001,Galewood,403325
872,170318123011,,
873,170318123021,,
874,170318125004,,
875,170318126003,,
876,170318127003,,
877,170318128022,,
878,170318129004,,
879,170318130003,,
880,170318131002,The Island,403326
881,170318132002,,
882,170318132004,,
883,170318133013,Archer Heights,269568
884,170318134002,,
885,170318134005,,
886,170318135003,,
887,170318136001,,
888,170318137012,,
889,170318137023,,
890,170318139001,,
891,170318139005,,
892,170318140003,,
893,170318141002,,
894,170318142003,,
895,170318143001,,
896,170318144002,,
897,170318144006,,
898,170318146001,,
899,170318146004,,
900,170318147003,,
901,170318148002,,
902,170318149001,,
903,170318149004,,
904,170318151001,,
905,170318152001,,
906,170318153004,,
907,170318154004,,
908,170318155003,,
909,170318155004,,
910,170318155005,,
911,170318155006,,
912,170318155007,,
913,170318156001,,
914,170318156002,,
915,170318157014,,
916,170318157025,,
917,170318159002,,
918,170318161002,,
919,170318161005,,
920,170318162003,,
921,170318163003,,
922,170318165001,,
923,170318166002,,
924,170318168003,,
925,170318169003,,
926,170318170003,,
927,170318171011,,
928,170318171021,,
929,170318172003,,
930,170318174002,,
931,170318175004,,
932,170318176003,,
933,170318177004,,
934,170318179004,,
935,170318180002,,
936,170318182002,,
937,170318183004,,
938,170318184021,,
939,170318185002,,
940,170318186003,,
941,170318187004,,
942,170318189001,,
943,170318190002,,
944,170318191003,,
945,170318192004,,
946,170318293011,,
947,170318293012,,
948,170318293021,,
949,170318293022,,
950,170318293023,,
951,170318294023,,
952,170318296001,,
953,170318298002,,
954,170318299012,,
955,170318299023,,
956,170318300041,,
957,170318300062,,
958,170318300072,,
959,170318301001,,
960,170318302022,,
961,170318303003,,
962,170318304004,,
963,170318306001,Rogers Park,269605
964,170318307001,Buena Park,403264
964,170318307001,Uptown,269609
964,170318307001,Lake View,269589
964,170318307001,Graceland West,403267
965,170318308001,Ravenswood,33597
966,170318310002,Bucktown,137603
967,170318312001,Hermosa,273964
967,170318312001,Logan Square,269592
968,170318312003,Hermosa,273964
969,170318315002,Galewood,403325
969,170318315002,Montclare,274579
970,170318316003,Montclare,274579
971,170318318001,North Park,276477
972,170318318003,North Park,276477
973,170318319002,Roscoe Village,403292
973,170318319002,Lake View,269589
974,170318321003,Buena Park,403264
974,170318321003,Lake View,269589
975,170318322003,Bucktown,137603
976,170318325001,Sheffield Neighbors,403306
976,170318325001,Bucktown,137603
976,170318325001,Lathrop Homes,403296
976,170318325001,West De Paul,403309
977,170318326003,Ranch Triangle,403305
977,170318326003,Sheffield Neighbors,403306
978,170318331001,University Village - Little Italy,403141
978,170318331001,Greektown,403320
978,170318331001,Near West Side,269599
978,170318331001,West Town,269615
979,170318339002,South Chicago,140437
980,170318342001,South Shore,269608
981,170318343004,Marynook,403358
982,170318344003,Woodlawn,276138
983,170318346004,Englewood,138261
983,170318346004,Fuller Park,269581
983,170318346004,The Robert Taylor Homes,403350
984,170318221012,,
985,170318221013,,
986,170318221014,,
987,170318221021,,
988,170318221022,,
989,170318221024,,
990,170318222003,,
991,170318223013,,
992,170318223023,,
993,170318224004,,
994,170318225003,,
995,170318226021,,
996,170318227011,,
997,170318227021,,
998,170318228022,,
999,170318230012,,
1000,170318230021,,
1001,170318231011,,
1002,170318231022,,
1003,170318233031,,
1004,170318233042,Beverly Woods,403372
1004,170318233042,Kennedy Park,403371
1004,170318233042,Mount Greenwood,269596
1005,170318233046,,
1006,170318235001,Beverly Woods,403372
1007,170318235003,,
1008,170318236024,,
1009,170318236043,,
1010,170318237022,,
1011,170318237033,,
1012,170318237043,,
1013,170318237053,,
1014,170318238031,,
1015,170318238051,,
1016,170318238062,,
1017,170318239032,,
1018,170318240032,,
1019,170318240052,,
1020,170318241053,,
1021,170318241072,,
1022,170318241073,,
1023,170318241074,,
1024,170318241133,,
1025,170318241162,,
1026,170318241171,,
1027,170318241201,,
1028,170318241212,,
1029,170318241232,,
1030,170318241235,,
1031,170318245031,,
1032,170318245035,,
1033,170318245061,,
1034,170318245072,,
1035,170318246021,,
1036,170318246024,,
1037,170318247012,,
1038,170318248002,,
1039,170318249002,,
1040,170318253022,,
1041,170318254002,,
1042,170318255031,,
1043,170318255051,,
1044,170318256002,,
1045,170318257003,Little Calumet River,403390
1046,170318258013,,
1047,170318258023,,
1048,170318259001,,
1049,170318259003,,
1050,170318261001,,
1051,170318261004,,
1052,170318262013,,
1053,170318262021,,
1054,170318262025,,
1055,170318263031,,
1056,170318263033,,
1057,170318263034,,
1058,170318263041,,
1059,170318263042,,
1060,170318263043,,
1061,170318264021,,
1062,170318264024,,
1063,170318265004,,
1064,170318266004,,
1065,170318267003,,
1066,170318268003,,
1067,170318269022,,
1068,170318272002,,
1069,170318273002,,
1070,170318274004,,
1071,170318276001,,
1072,170318277002,,
1073,170318278013,,
1074,170318278022,,
1075,170318278053,,
1076,170318279021,,
1077,170318280001,,
1078,170318280004,,
1079,170318281004,,
1080,170318282013,,
1081,170318282024,,
1082,170318284012,,
1083,170318284022,,
1084,170318285033,,
1085,170318285053,,
1086,170318285063,,
1087,170318286012,,
1088,170318286021,,
1089,170318287021,,
1090,170318288011,,
1091,170318288014,,
1092,170318288023,,
1093,170318290001,,
1094,170318292001,,
1095,170419523001,,
1096,170419523002,,
1097,170419523004,,
1098,170419524002,,
1099,170438401011,,
1100,170438401022,,
1101,170438401042,,
1102,170438401043,,
1103,170438401044,,
1104,170438402022,,
1105,170438406001,,
1106,170438407032,,
1107,170438407042,,
1108,170438407062,,
1109,170438408021,,
1110,170438408025,,
1111,170438409061,,
1112,170438409082,,
1113,170438409103,,
1114,170438410022,,
1115,170438411021,,
1116,170438411031,,
1117,170438411081,,
1118,170438411093,,
1119,170438411143,,
1120,170438412042,,
1121,170438412051,,
1122,170438412071,,
1123,170438412072,,
1124,170438412092,,
1125,170438412103,,
1126,170438413082,,
1127,170438413121,,
1128,170438413143,,
1129,170438413162,,
1130,170318347002,Englewood,138261
1130,170318347002,Back of the Yards,403146
1131,170318347003,Englewood,138261
1131,170318347003,Back of the Yards,403146
1132,170318348001,Englewood,138261
1133,170318348002,Englewood,138261
1134,170318348003,Englewood,138261
1135,170318349001,Englewood,138261
1136,170318350001,West Englewood,269612
1136,170318350001,Chicago Lawn,269576
1136,170318350001,Gage Park,269582
1137,170318350004,Chicago Lawn,269576
1138,170318356001,Fuller Park,269581
1138,170318356001,The Robert Taylor Homes,403350
1139,170318359001,The Robert Taylor Homes,403350
1139,170318359001,Bronzeville,403145
1139,170318359001,Stateway Gardens,403347
1140,170318360001,Bronzeville,403145
1141,170318361002,The Robert Taylor Homes,403350
1142,170318363002,Hyde Park,269586
1142,170318363002,Kenwood,274178
1143,170318365001,Oakland,274850
1143,170318365001,Groveland Park,403348
1144,170318366002,Humboldt Park,269585
1145,170318368002,East Garfield Park,269577
1146,170318370001,Archer Heights,269568
1146,170318370001,East Garfield Park,269577
